attack_type,attack_params,defense_type,total_loss,da_seg_acc,da_seg_iou,da_seg_miou,ll_seg_acc,ll_seg_iou,ll_seg_miou,p,r,map50,map,t_inf,t_nms
uap,"{'attack_type': 'uap', 'epsilon': 2.6, 'num_pixels': None, 'channel': None}",noise_0.2,0.6713524659474691,0.8356445915316358,0.00036780271938135535,0.4180011696490926,0.0,0.0,0.4958784541377315,0.006209251785159888,0.027210884353741496,0.005137064651354355,0.002520048231440401,0.47885602712631226,0.0003145188093185425
jsma,"{'attack_type': 'jsma', 'epsilon': 0.1, 'num_pixels': 160, 'channel': None}",bitdepth_1,0.6719170808792114,0.8310101393711419,0.011562267137180022,0.421119061343355,0.0021323653072771185,0.0021018726225288634,0.49672145495180764,0.013908205841446454,0.06915629322268327,0.006672800798641135,0.002677528050885137,0.4639182488123576,0.00032889842987060547
jsma,"{'attack_type': 'jsma', 'epsilon': 9.1, 'num_pixels': 160, 'channel': None}",noise_0.1,0.6722333431243896,0.8150539520640432,0.05175786804850963,0.43243793707449624,0.0011618682324520515,0.0010903459226671156,0.49584780278036317,0.00847816871555744,0.0535475234270415,0.003128810779667093,0.00109518637258042,0.45846391717592877,0.0003312130769093831
jsma,"{'attack_type': 'jsma', 'epsilon': 9.1, 'num_pixels': 160, 'channel': None}",resize_1280x720,0.6683199604352316,0.809658805941358,0.05134930825454882,0.42942620577431484,0.00353212486789486,0.003266482497288857,0.49648184595379224,0.009206947060054404,0.06656580937972768,0.008385595364662024,0.004926249350562363,0.4405350039402644,0.00030916929244995117
ccp,"{'attack_type': 'ccp', 'epsilon': 0.1, 'num_pixels': None, 'channel': 'R'}",bitdepth_1,0.6508491635322571,0.8325456934799382,0.018807071134303133,0.4253811733349028,0.006484204664541477,0.00608982350246478,0.4984792910740108,0.04712404712404712,0.19101123595505617,0.09359426510185198,0.03545487405272247,0.4456612467765808,0.00028041501839955646
uap,"{'attack_type': 'uap', 'epsilon': 1.1, 'num_pixels': None, 'channel': None}",noise_0.3,0.6710244417190552,0.8369605999228394,0.0016137245907200627,0.4192647295636146,0.0,0.0,0.4964301215277778,0.0038370720188902006,0.017980636237897647,0.00020155888442333455,6.0547045090186686e-05,0.4460162967443466,0.000380853811899821
jsma,"{'attack_type': 'jsma', 'epsilon': 9.1, 'num_pixels': 110, 'channel': None}",compress_75,0.6647066871325175,0.8399168716242285,0.06765114209104123,0.45281122881335656,0.0048532181947409,0.0042744884091958976,0.4975978432652016,0.01067016098839386,0.08636363636363636,0.007250337766639472,0.003139835484265109,0.4383787214756012,0.0004596163829167684
fgsm,"{'attack_type': 'fgsm', 'epsilon': 0.1, 'num_pixels': None, 'channel': None}",compress_75,0.6566968560218811,0.8432331452546297,0.01826852135685885,0.43050726600937606,0.0014508792190295575,0.0014419091557902703,0.49652961555896524,0.022571148184494603,0.10730948678071539,0.008684287154169617,0.002453446185838586,0.44584143658479053,0.0003227740526199341
jsma,"{'attack_type': 'jsma', 'epsilon': 0.1, 'num_pixels': 160, 'channel': None}",bitdepth_8,0.6764028072357178,0.8315148775077161,0.08057299601747686,0.4547849742353001,0.0009652140228872409,0.0008927562560371723,0.49569635061461015,0.01075923670320747,0.06883116883116883,0.005338589793705788,0.0019544513471824324,0.4429643948872884,0.00036156177520751953
jsma,"{'attack_type': 'jsma', 'epsilon': 0.1, 'num_pixels': 610, 'channel': None}",compress_50,0.6825993259747823,0.8217651668595679,0.05004108989687253,0.43507082578676076,0.0018500563746186405,0.0016258521401878246,0.49645307345126216,0.007281048470979821,0.04660452729693742,0.00167118485905559,0.0011077119497973705,0.4560547073682149,0.000326305627822876
jsma,"{'attack_type': 'jsma', 'epsilon': 9.1, 'num_pixels': 10, 'channel': None}",blur_5x5_default,0.6764717896779379,0.8371601924189815,0.042057392437304754,0.43898176779754566,0.002493562461334639,0.0021225901203383575,0.4967135573676462,0.010467289719626169,0.07272727272727272,0.0035617111514858893,0.0011114427754606079,0.4632108360528946,0.0003866056601206462
ccp,"{'attack_type': 'ccp', 'epsilon': 0.01, 'num_pixels': None, 'channel': 'B'}",noise_0.3,0.6602641145388285,0.8412292028356481,0.0007393880874100327,0.4209744537599179,0.0,0.0,0.49579475308641974,0.01518361581920904,0.06398809523809523,0.0078050120972711304,0.0024957236846172475,0.46029141048590344,0.00027663012345631916
uap,"{'attack_type': 'uap', 'epsilon': 7.1, 'num_pixels': None, 'channel': None}",compress_90,0.6619706948598226,0.812099307966821,0.06526467789508171,0.43741000860380996,0.0007202159566325822,0.0006973372568178051,0.49528620499282255,0.009747041076815966,0.058577405857740586,0.0043615752008887175,0.0019472891078176357,0.46646955112616223,0.0003074506918589274
ccp,"{'attack_type': 'ccp', 'epsilon': 10.0, 'num_pixels': None, 'channel': 'G'}",noise_0.3,0.6602641145388285,0.8412292028356481,0.0007393880874100327,0.4209744537599179,0.0,0.0,0.49579475308641974,0.01518361581920904,0.06398809523809523,0.0078050120972711304,0.0024957236846172475,0.45926304161548615,0.0002902299165725708
jsma,"{'attack_type': 'jsma', 'epsilon': 0.1, 'num_pixels': 110, 'channel': None}",compress_75,0.6647066871325175,0.8399168716242285,0.06765114209104123,0.45281122881335656,0.0048532181947409,0.0042744884091958976,0.4975978432652016,0.01067016098839386,0.08636363636363636,0.007250337766639472,0.003139835484265109,0.4602075566848119,0.00043825308481852215
jsma,"{'attack_type': 'jsma', 'epsilon': 0.1, 'num_pixels': 610, 'channel': None}",compress_75,0.6647066871325175,0.8399168716242285,0.06765114209104123,0.45281122881335656,0.0048532181947409,0.0042744884091958976,0.4975978432652016,0.01067016098839386,0.08636363636363636,0.007250337766639472,0.003139835484265109,0.46221232910950977,0.0004348953564961751
uap,"{'attack_type': 'uap', 'epsilon': 7.1, 'num_pixels': None, 'channel': None}",blur_5x5_default,0.6622373461723328,0.8382837215470679,0.0,0.41914186077353394,0.0,0.0,0.496223476080247,0.007293354943273906,0.025174825174825177,0.0016229019518493204,0.000793369654396341,0.4604443311691284,0.00030804673830668133
jsma,"{'attack_type': 'jsma', 'epsilon': 9.1, 'num_pixels': 110, 'channel': None}",bitdepth_1,0.6719170808792114,0.8310101393711419,0.011562267137180022,0.421119061343355,0.0021323653072771185,0.0021018726225288634,0.49672145495180764,0.013908205841446454,0.06915629322268327,0.006672800798641135,0.002677528050885137,0.46112149953842163,0.00028788050015767414
uap,"{'attack_type': 'uap', 'epsilon': 4.6, 'num_pixels': None, 'channel': None}",compress_90,0.6619706948598226,0.812099307966821,0.06526467789508171,0.43741000860380996,0.0007202159566325822,0.0006973372568178051,0.49528620499282255,0.009747041076815966,0.058577405857740586,0.0043615752008887175,0.0019472891078176357,0.45933262010415393,0.00034068524837493896
ccp,"{'attack_type': 'ccp', 'epsilon': 15.0, 'num_pixels': None, 'channel': 'R'}",noise_0.2,0.6612892150878906,0.846350368923611,0.06473859446680348,0.45462708762178305,0.0028390359467763433,0.002780029959855649,0.4969231266949131,0.03739111960909284,0.20657276995305165,0.058366984231424016,0.023753237451358183,0.45239456991354626,0.0003677258888880412
uap,"{'attack_type': 'uap', 'epsilon': 9.6, 'num_pixels': None, 'channel': None}",compress_75,0.6621649662653605,0.8313608579282408,0.001199665061774497,0.4162640214085029,0.0,0.0,0.49600133825231485,0.0020602626834921455,0.012861736334405145,0.0003184189836323351,9.15767278965049e-05,0.4644574026266734,0.00039631128311157227
fgsm,"{'attack_type': 'fgsm', 'epsilon': 100, 'num_pixels': None, 'channel': None}",blur_5x5_default,0.6883260607719421,0.8255151668595678,0.0,0.4127575834297839,0.0,0.0,0.49495662736304014,0.0023894862604540022,0.0024479804161566705,3.322259136212625e-05,8.039240268288096e-06,0.46255943675835925,0.00025318562984466553
ccp,"{'attack_type': 'ccp', 'epsilon': 5.0, 'num_pixels': None, 'channel': 'B'}",noise_0.2,0.6612892150878906,0.846350368923611,0.06473859446680348,0.45462708762178305,0.0028390359467763433,0.002780029959855649,0.4969231266949131,0.03739111960909284,0.20657276995305165,0.058366984231424016,0.023753237451358183,0.463994358976682,0.0003565003474553426
jsma,"{'attack_type': 'jsma', 'epsilon': 0.1, 'num_pixels': 110, 'channel': None}",noise_0.2,0.6691395243008932,0.8191716097608025,0.04987590503794939,0.4336538879344229,0.00018625471863402215,0.00017818073496907023,0.4956822246267217,0.01131687242798354,0.07513661202185792,0.00445527294549769,0.0016812418332927208,0.43852652112642926,0.0003326435883839925
uap,"{'attack_type': 'uap', 'epsilon': 2.6, 'num_pixels': None, 'channel': None}",compress_50,0.672687292098999,0.8443681278935186,0.0018839826975401985,0.4231026327617491,0.0,0.0,0.4959076304494599,0.002527379949452401,0.012430939226519336,0.0007450786319146595,0.00031568239304959853,0.4391556680202484,0.00031227866808573407
jsma,"{'attack_type': 'jsma', 'epsilon': 9.1, 'num_pixels': 110, 'channel': None}",bitdepth_8,0.6764028072357178,0.8315148775077161,0.08057299601747686,0.4547849742353001,0.0009652140228872409,0.0008927562560371723,0.49569635061461015,0.01075923670320747,0.06883116883116883,0.005338589793705788,0.0019544513471824324,0.43429068724314374,0.0003926008939743042
jsma,"{'attack_type': 'jsma', 'epsilon': 9.1, 'num_pixels': 60, 'channel': None}",resize_1280x720,0.6683199604352316,0.809658805941358,0.05134930825454882,0.42942620577431484,0.00353212486789486,0.003266482497288857,0.49648184595379224,0.009206947060054404,0.06656580937972768,0.008385595364662024,0.004926249350562363,0.4305211404959361,0.00032179057598114014
jsma,"{'attack_type': 'jsma', 'epsilon': 0.1, 'num_pixels': 160, 'channel': None}",blur_7x7_reflect,0.6703783869743347,0.8166688368055556,0.062162395031296724,0.4382156248907932,0.002606040043133012,0.00200955214529448,0.49527316040132835,0.01589509239022452,0.09803921568627451,0.008057144475941759,0.0023719869380457856,0.4368004649877548,0.00035339097181955975
uap,"{'attack_type': 'uap', 'epsilon': 9.1, 'num_pixels': None, 'channel': None}",compress_75,0.6621649662653605,0.8313608579282408,0.001199665061774497,0.4162640214085029,0.0,0.0,0.49600133825231485,0.0020602626834921455,0.012861736334405145,0.0003184189836323351,9.15767278965049e-05,0.43801114956537884,0.0003436058759689331
uap,"{'attack_type': 'uap', 'epsilon': 5.1, 'num_pixels': None, 'channel': None}",compress_90,0.6619706948598226,0.812099307966821,0.06526467789508171,0.43741000860380996,0.0007202159566325822,0.0006973372568178051,0.49528620499282255,0.009747041076815966,0.058577405857740586,0.0043615752008887175,0.0019472891078176357,0.43686162928740185,0.00030564765135447186
jsma,"{'attack_type': 'jsma', 'epsilon': 0.1, 'num_pixels': 610, 'channel': None}",resize_1280x720,0.6683199604352316,0.809658805941358,0.05134930825454882,0.42942620577431484,0.00353212486789486,0.003266482497288857,0.49648184595379224,0.009206947060054404,0.06656580937972768,0.008385595364662024,0.004926249350562363,0.4370863338311513,0.0005077222983042399
jsma,"{'attack_type': 'jsma', 'epsilon': 0.1, 'num_pixels': 110, 'channel': None}",compress_90,0.6828092137972513,0.8150730613425925,0.04785113332841346,0.43062081669658486,0.001743302642802775,0.0016275995343726529,0.49523075165355057,0.00850379223167088,0.04436450839328537,0.005467707398149068,0.001095717243146614,0.4350593586762746,0.0004248569409052531
jsma,"{'attack_type': 'jsma', 'epsilon': 0.1, 'num_pixels': 110, 'channel': None}",noise_0.1,0.6722333431243896,0.8150539520640432,0.05175786804850963,0.43243793707449624,0.0011618682324520515,0.0010903459226671156,0.49584780278036317,0.00847816871555744,0.0535475234270415,0.003128810779667093,0.00109518637258042,0.4328056474526723,0.00034014880657196045
jsma,"{'attack_type': 'jsma', 'epsilon': 0.1, 'num_pixels': 60, 'channel': None}",blur_5x5_default,0.6764717896779379,0.8371601924189815,0.042057392437304754,0.43898176779754566,0.002493562461334639,0.0021225901203383575,0.4967135573676462,0.010467289719626169,0.07272727272727272,0.0035617111514858893,0.0011114427754606079,0.4310281425714493,0.0004940181970596313
uap,"{'attack_type': 'uap', 'epsilon': 1.1, 'num_pixels': None, 'channel': None}",compress_75,0.6621649662653605,0.8313608579282408,0.001199665061774497,0.4162640214085029,0.0,0.0,0.49600133825231485,0.0020602626834921455,0.012861736334405145,0.0003184189836323351,9.15767278965049e-05,0.4317985375722249,0.0003449370463689168
jsma,"{'attack_type': 'jsma', 'epsilon': 0.1, 'num_pixels': 110, 'channel': None}",bitdepth_8,0.6764028072357178,0.8315148775077161,0.08057299601747686,0.4547849742353001,0.0009652140228872409,0.0008927562560371723,0.49569635061461015,0.01075923670320747,0.06883116883116883,0.005338589793705788,0.0019544513471824324,0.43234585225582123,0.00031396249930063885
uap,"{'attack_type': 'uap', 'epsilon': 3.6, 'num_pixels': None, 'channel': None}",compress_50,0.672687292098999,0.8443681278935186,0.0018839826975401985,0.4231026327617491,0.0,0.0,0.4959076304494599,0.002527379949452401,0.012430939226519336,0.0007450786319146595,0.00031568239304959853,0.43269874652226764,0.00030669569969177246
ccp,"{'attack_type': 'ccp', 'epsilon': 10.0, 'num_pixels': None, 'channel': 'B'}",noise_0.1,0.6754211584726969,0.8411900800540122,0.0006056423852934396,0.42089117877601684,0.0,0.0,0.4961706090856482,0.007639726578206675,0.02464332036316472,0.0005653481753232591,0.0001021535494004866,0.43414756655693054,0.0002635270357131958
jsma,"{'attack_type': 'jsma', 'epsilon': 9.1, 'num_pixels': 110, 'channel': None}",blur_5x5_default,0.6764717896779379,0.8371601924189815,0.042057392437304754,0.43898176779754566,0.002493562461334639,0.0021225901203383575,0.4967135573676462,0.010467289719626169,0.07272727272727272,0.0035617111514858893,0.0011114427754606079,0.43202581504980725,0.00043031076590220135
fgsm,"{'attack_type': 'fgsm', 'epsilon': 1, 'num_pixels': None, 'channel': None}",blur_5x5_default,0.6883260607719421,0.8255151668595678,0.0,0.4127575834297839,0.0,0.0,0.49495662736304014,0.0023894862604540022,0.0024479804161566705,3.322259136212625e-05,8.039240268288096e-06,0.4333232094844182,0.0003271053234736125
uap,"{'attack_type': 'uap', 'epsilon': 1.1, 'num_pixels': None, 'channel': None}",noise_0.2,0.6713524659474691,0.8356445915316358,0.00036780271938135535,0.4180011696490926,0.0,0.0,0.4958784541377315,0.006209251785159888,0.027210884353741496,0.005137064651354355,0.002520048231440401,0.4398140261570613,0.00032903750737508136
fgsm,"{'attack_type': 'fgsm', 'epsilon': 0.1, 'num_pixels': None, 'channel': None}",blur_5x5_default,0.6883260607719421,0.8255151668595678,0.0,0.4127575834297839,0.0,0.0,0.49495662736304014,0.0023894862604540022,0.0024479804161566705,3.322259136212625e-05,8.039240268288096e-06,0.43573854366938275,0.00024972856044769287
jsma,"{'attack_type': 'jsma', 'epsilon': 9.1, 'num_pixels': 10, 'channel': None}",blur_9x9_replicate,0.668105959892273,0.8447061873070987,0.10314298790208802,0.4725262977466087,0.005931644914914695,0.004423298604412002,0.4973326492848346,0.014492753623188406,0.11612903225806452,0.019357016790397252,0.010314441738232684,0.43617506325244904,0.0003614972035090129
jsma,"{'attack_type': 'jsma', 'epsilon': 0.1, 'num_pixels': 10, 'channel': None}",noise_0.1,0.6722333431243896,0.8150539520640432,0.05175786804850963,0.43243793707449624,0.0011618682324520515,0.0010903459226671156,0.49584780278036317,0.00847816871555744,0.0535475234270415,0.003128810779667093,0.00109518637258042,0.43302962680657703,0.00039075811703999835
uap,"{'attack_type': 'uap', 'epsilon': 5.6, 'num_pixels': None, 'channel': None}",compress_90,0.6619706948598226,0.812099307966821,0.06526467789508171,0.43741000860380996,0.0007202159566325822,0.0006973372568178051,0.49528620499282255,0.009747041076815966,0.058577405857740586,0.0043615752008887175,0.0019472891078176357,0.4315670927365621,0.00038082897663116455
uap,"{'attack_type': 'uap', 'epsilon': 9.6, 'num_pixels': None, 'channel': None}",blur_5x5_default,0.6622373461723328,0.8382837215470679,0.0,0.41914186077353394,0.0,0.0,0.496223476080247,0.007293354943273906,0.025174825174825177,0.0016229019518493204,0.000793369654396341,0.43147889773050946,0.0003158152103424072
ccp,"{'attack_type': 'ccp', 'epsilon': 1.0, 'num_pixels': None, 'channel': 'G'}",bitdepth_1,0.6508491635322571,0.8325456934799382,0.018807071134303133,0.4253811733349028,0.006484204664541477,0.00608982350246478,0.4984792910740108,0.04712404712404712,0.19101123595505617,0.09359426510185198,0.03545487405272247,0.43864404161771137,0.0003410826126734416
jsma,"{'attack_type': 'jsma', 'epsilon': 0.1, 'num_pixels': 110, 'channel': None}",blur_9x9_replicate,0.668105959892273,0.8447061873070987,0.10314298790208802,0.4725262977466087,0.005931644914914695,0.004423298604412002,0.4973326492848346,0.014492753623188406,0.11612903225806452,0.019357016790397252,0.010314441738232684,0.43278780579566956,0.00035962462425231934
uap,"{'attack_type': 'uap', 'epsilon': 2.6, 'num_pixels': None, 'channel': None}",noise_0.3,0.6710244417190552,0.8369605999228394,0.0016137245907200627,0.4192647295636146,0.0,0.0,0.4964301215277778,0.0038370720188902006,0.017980636237897647,0.00020155888442333455,6.0547045090186686e-05,0.43104100227355957,0.00037630895773569745
jsma,"{'attack_type': 'jsma', 'epsilon': 0.1, 'num_pixels': 110, 'channel': None}",bitdepth_1,0.6719170808792114,0.8310101393711419,0.011562267137180022,0.421119061343355,0.0021323653072771185,0.0021018726225288634,0.49672145495180764,0.013908205841446454,0.06915629322268327,0.006672800798641135,0.002677528050885137,0.43578114608923596,0.000337521235148112
uap,"{'attack_type': 'uap', 'epsilon': 5.6, 'num_pixels': None, 'channel': None}",noise_0.1,0.6634220480918884,0.8257012562692901,0.009653373407068046,0.4175285253612305,2.2581264324989555e-05,2.2443288615080767e-05,0.4950402158159053,0.012082853855005753,0.058091286307053944,0.002993027906015909,0.001371607485038219,0.42947577436765033,0.00034408271312713623
jsma,"{'attack_type': 'jsma', 'epsilon': 0.1, 'num_pixels': 60, 'channel': None}",compress_75,0.6647066871325175,0.8399168716242285,0.06765114209104123,0.45281122881335656,0.0048532181947409,0.0042744884091958976,0.4975978432652016,0.01067016098839386,0.08636363636363636,0.007250337766639472,0.003139835484265109,0.43174487849076587,0.0003269612789154053
fgsm,"{'attack_type': 'fgsm', 'epsilon': 3, 'num_pixels': None, 'channel': None}",resize_1280x720,0.6792875925699869,0.828938922646605,8.610758608253889e-05,0.4145113794988108,0.0,0.0,0.4955884090470679,0.0037174721189591076,0.005263157894736842,0.00011111111111111112,5.7382668070061796e-05,0.43406570454438526,0.00024856626987457275
jsma,"{'attack_type': 'jsma', 'epsilon': 9.1, 'num_pixels': 60, 'channel': None}",compress_90,0.6828092137972513,0.8150730613425925,0.04785113332841346,0.43062081669658486,0.001743302642802775,0.0016275995343726529,0.49523075165355057,0.00850379223167088,0.04436450839328537,0.005467707398149068,0.001095717243146614,0.43004652857780457,0.00039654473463694256
jsma,"{'attack_type': 'jsma', 'epsilon': 9.1, 'num_pixels': 60, 'channel': None}",noise_0.2,0.6691395243008932,0.8191716097608025,0.04987590503794939,0.4336538879344229,0.00018625471863402215,0.00017818073496907023,0.4956822246267217,0.01131687242798354,0.07513661202185792,0.00445527294549769,0.0016812418332927208,0.43138044079144794,0.0003528098265329997
jsma,"{'attack_type': 'jsma', 'epsilon': 0.1, 'num_pixels': 610, 'channel': None}",noise_0.1,0.6722333431243896,0.8150539520640432,0.05175786804850963,0.43243793707449624,0.0011618682324520515,0.0010903459226671156,0.49584780278036317,0.00847816871555744,0.0535475234270415,0.003128810779667093,0.00109518637258042,0.4299439340829849,0.00046871105829874676
fgsm,"{'attack_type': 'fgsm', 'epsilon': 0.3, 'num_pixels': None, 'channel': None}",blur_5x5_default,0.6883260607719421,0.8255151668595678,0.0,0.4127575834297839,0.0,0.0,0.49495662736304014,0.0023894862604540022,0.0024479804161566705,3.322259136212625e-05,8.039240268288096e-06,0.43457279602686566,0.00026781360308329266
jsma,"{'attack_type': 'jsma', 'epsilon': 0.1, 'num_pixels': 60, 'channel': None}",bitdepth_4,0.678429921468099,0.8297080560378087,0.030207718262919472,0.4295087402975206,0.0019553789429228095,0.0017017504393239773,0.4965236845309929,0.012312513991493173,0.06962025316455696,0.005844401724573312,0.002360337201901582,0.4369160830974579,0.0003508975108464559
uap,"{'attack_type': 'uap', 'epsilon': 0.1, 'num_pixels': None, 'channel': None}",compress_75,0.6621649662653605,0.8313608579282408,0.001199665061774497,0.4162640214085029,0.0,0.0,0.49600133825231485,0.0020602626834921455,0.012861736334405145,0.0003184189836323351,9.15767278965049e-05,0.4325043360392253,0.00032400091489156085
jsma,"{'attack_type': 'jsma', 'epsilon': 9.1, 'num_pixels': 60, 'channel': None}",compress_50,0.6825993259747823,0.8217651668595679,0.05004108989687253,0.43507082578676076,0.0018500563746186405,0.0016258521401878246,0.49645307345126216,0.007281048470979821,0.04660452729693742,0.00167118485905559,0.0011077119497973705,0.43076296150684357,0.0003596097230911255
jsma,"{'attack_type': 'jsma', 'epsilon': 9.1, 'num_pixels': 10, 'channel': None}",resize_1280x720,0.6683199604352316,0.809658805941358,0.05134930825454882,0.42942620577431484,0.00353212486789486,0.003266482497288857,0.49648184595379224,0.009206947060054404,0.06656580937972768,0.008385595364662024,0.004926249350562363,0.4326396534840266,0.00029833118120829266
ccp,"{'attack_type': 'ccp', 'epsilon': 5.0, 'num_pixels': None, 'channel': 'R'}",bitdepth_1,0.6508491635322571,0.8325456934799382,0.018807071134303133,0.4253811733349028,0.006484204664541477,0.00608982350246478,0.4984792910740108,0.04712404712404712,0.19101123595505617,0.09359426510185198,0.03545487405272247,0.4322662552197774,0.0003433724244435628
ccp,"{'attack_type': 'ccp', 'epsilon': 5.0, 'num_pixels': None, 'channel': 'G'}",blur_5x5_default,0.674228568871816,0.8459724030671296,4.3855206018647034e-05,0.42300742594490504,0.0,0.0,0.4959384946469908,0.043586550435865505,0.04481434058898848,0.0075498094651714805,0.0044057875587721635,0.4336666663487752,0.0002596328655878703
ccp,"{'attack_type': 'ccp', 'epsilon': 5.0, 'num_pixels': None, 'channel': 'B'}",noise_0.3,0.6602641145388285,0.8412292028356481,0.0007393880874100327,0.4209744537599179,0.0,0.0,0.49579475308641974,0.01518361581920904,0.06398809523809523,0.0078050120972711304,0.0024957236846172475,0.4317970077196757,0.000306477149327596
jsma,"{'attack_type': 'jsma', 'epsilon': 9.1, 'num_pixels': 10, 'channel': None}",blur_7x7_reflect,0.6703783869743347,0.8166688368055556,0.062162395031296724,0.4382156248907932,0.002606040043133012,0.00200955214529448,0.49527316040132835,0.01589509239022452,0.09803921568627451,0.008057144475941759,0.0023719869380457856,0.42921823759873706,0.0003034373124440511
ccp,"{'attack_type': 'ccp', 'epsilon': 15.0, 'num_pixels': None, 'channel': 'R'}",blur_5x5_default,0.674228568871816,0.8459724030671296,4.3855206018647034e-05,0.42300742594490504,0.0,0.0,0.4959384946469908,0.043586550435865505,0.04481434058898848,0.0075498094651714805,0.0044057875587721635,0.4325891484816869,0.00025590260823567707
jsma,"{'attack_type': 'jsma', 'epsilon': 0.1, 'num_pixels': 160, 'channel': None}",compress_90,0.6828092137972513,0.8150730613425925,0.04785113332841346,0.43062081669658486,0.001743302642802775,0.0016275995343726529,0.49523075165355057,0.00850379223167088,0.04436450839328537,0.005467707398149068,0.001095717243146614,0.4347441494464874,0.00030320386091868084
fgsm,"{'attack_type': 'fgsm', 'epsilon': 1, 'num_pixels': None, 'channel': None}",compress_75,0.6566968560218811,0.8432331452546297,0.01826852135685885,0.43050726600937606,0.0014508792190295575,0.0014419091557902703,0.49652961555896524,0.022571148184494603,0.10730948678071539,0.008684287154169617,0.002453446185838586,0.43120524783929187,0.00029610594113667804
jsma,"{'attack_type': 'jsma', 'epsilon': 9.1, 'num_pixels': 10, 'channel': None}",noise_0.1,0.6722333431243896,0.8150539520640432,0.05175786804850963,0.43243793707449624,0.0011618682324520515,0.0010903459226671156,0.49584780278036317,0.00847816871555744,0.0535475234270415,0.003128810779667093,0.00109518637258042,0.43078264594078064,0.0007703304290771484
jsma,"{'attack_type': 'jsma', 'epsilon': 0.1, 'num_pixels': 110, 'channel': None}",noise_0.3,0.6758752663930258,0.8319374517746914,0.04487307850731937,0.4376851613099703,0.0014343823592378507,0.0013097704969308361,0.49668187779162604,0.004483122362869198,0.02533532041728763,0.001130320271722444,0.0010345493762412158,0.4298112491766612,0.0004634757836659749
